name,comnum,company,display,clevel,cpu,cpu2,cpu3,os,memory,ssd,weight,glevel,graphic,price
HP 빅터스 16-d1132TX,1,HP,16.1,5,인텔,코어i7-12세대,i7-12700H ,미포함(프리도스),16,256,2.46,4,RTX3050Ti,1399000
MSI GF시리즈 Sword GF66 A11UE 화이트,1,MSI,15.6,4,인텔,코어i7-11세대,i7-11800H ,미포함(프리도스),8,512,2.25,5,RTX3060,1349000
MSI GF시리즈 Sword GF76 A11UC 화이트 WIN10 16GB램,1,MSI,17.3,4,인텔,코어i7-11세대,i7-11800H ,윈도우10,16,512,2.6,4,RTX3050,1348990
삼성전자 갤럭시북 프로 NT950XDY-A51A WIN10,2,삼성전자,15.6,3,인텔,코어i5-11세대,i5-1135G7 ,윈도우10,16,256,1.05,1,Iris Xe,1354090
ASUS 젠북 14X OLED UM5401QA-KN030,1,ASUS,14,5,AMD,라이젠9-4세대,5900HX ,미포함(프리도스),16,512,1.4,1,Radeon Graphics,1398710
MSI GF시리즈 Sword GF76 A11SC 블랙 WIN10 32GB램,1,MSI,17.3,4,인텔,코어i7-11세대,i7-11800H ,윈도우10,32,512,2.6,3,GTX1650,1345990
MSI GF시리즈 Sword GF66 A11UC 블랙 WIN10 16GB램,1,MSI,15.6,4,인텔,코어i7-11세대,i7-11800H ,윈도우10,16,512,2.25,4,RTX3050,1310000
MSI GF시리즈 Sword GF66 A11UD 블랙 16GB램,1,MSI,15.6,4,인텔,코어i7-11세대,i7-11800H ,미포함(프리도스),16,512,2.25,4,RTX3050Ti,1327670
MSI GF시리즈 Sword GF76 A11SC 화이트 WIN10 32GB램,1,MSI,17.3,4,인텔,코어i7-11세대,i7-11800H ,윈도우10,32,512,2.6,3,GTX1650,1345990
MSI 모던시리즈 모던14 B5M-R7 WIN10 64GB램,1,MSI,14,4,AMD,라이젠7-4세대,5700U ,윈도우10,64,1000,1.3,1,Radeon Graphics,1362990
MSI 모던시리즈 모던15 A11M 카본 그레이 64GB램,1,MSI,15.6,4,인텔,코어i7-11세대,i7-1195G7 ,미포함(프리도스),64,1000,1.6,1,Iris Xe,1381790
삼성전자 노트북 플러스2 NT560XDZ-G78A,2,삼성전자,15.6,4,인텔,코어i7-11세대,i7-1165G7 ,미포함(프리도스),8,256,1.85,3,GTX1650 Ti,1379990
MSI 알파 15 B5EEK AMD 어드밴티지 에디션,1,MSI,15.6,4,AMD,라이젠7-4세대,5800H ,미포함(프리도스),8,512,2.35,5,RX 6600M,1399000
MSI 모던시리즈 모던14 B5M-R7 64GB램,1,MSI,14,4,AMD,라이젠7-4세대,5700U ,미포함(프리도스),64,1000,1.3,1,Radeon Graphics,1315990
레노버 요가 Slim7 Carbon13ITL5 82EV0049KR,1,레노버,13,4,인텔,코어i7-11세대,i7-1165G7 ,윈도우10,16,1000,1,1,Iris Xe,1349000
레노버 아이디어패드 Slim5 Pro16IHU6 Superb i7 W10,1,레노버,16,4,인텔,코어i7-11세대,i7-11370H,윈도우10,16,512,1.9,2,MX450,1359000
레노버 게이밍 3 15ACH R7 3060 PRO,1,레노버,15.6,4,AMD,라이젠7-4세대,5800H ,미포함(프리도스),8,256,2.25,5,RTX3060,1319000
MSI GF시리즈 Sword GF66 A11UE 블랙 16GB램,1,MSI,15.6,4,인텔,코어i7-11세대,i7-11800H ,미포함(프리도스),16,512,2.25,5,RTX3060,1390390
삼성전자 갤럭시북 이온2 NT930XDZ-A58AW,2,삼성전자,13.3,3,인텔,코어i5-11세대,i5-1135G7 ,미포함(프리도스),8,256,1.15,1,Iris Xe,1339000
MSI GF시리즈 Sword GF66 A11UE 블랙,1,MSI,15.6,4,인텔,코어i7-11세대,i7-11800H ,미포함(프리도스),8,512,2.25,5,RTX3060,1349000
레노버 씽크패드 X13 20WKS07200,1,레노버,13.3,3,인텔,코어i5-11세대,i5-1135G7 ,미포함(프리도스),8,256,1.26,1,Iris Xe,1349000
LG전자 2022 그램17 17Z95N-G.ARFMK,2,LG전자,17,3,인텔,코어i5-11세대,i5-1135G7 ,윈도우11홈,8,512,1.35,1,Iris Xe,1362990
LG전자 2022 그램15 15Z95P-GA56K,2,LG전자,15.6,3,인텔,코어i5-11세대,i5-1155G7 ,윈도우11홈,16,512,1.12,1,Iris Xe,1483260
LG전자 2022 그램17 17ZD95P-GX56K WIN10,2,LG전자,17,3,인텔,코어i5-11세대,i5-1155G7 ,윈도우10,16,256,1.35,1,Iris Xe,1491540
ASUS TUF Gaming A17 FA707RM-HX016,1,ASUS,17.3,4,AMD,라이젠7-5세대,6800H ,미포함(프리도스),8,512,2.6,5,RTX3060,1451150
LG전자 2022 그램17 17ZD95P-GX56K,2,LG전자,17,3,인텔,코어i5-11세대,i5-1155G7 ,미포함(프리도스),16,256,1.35,1,Iris Xe,1453990
ASUS TUF Gaming F17 FX707ZC-HX035 16GB램,1,ASUS,17.3,5,인텔,코어i7-12세대,i7-12700H ,미포함(프리도스),16,512,2.6,4,RTX3050,1463440
LG전자 2022 그램15 15ZD95P-GX56K WIN10,2,LG전자,15.6,3,인텔,코어i5-11세대,i5-1155G7 ,윈도우10,16,512,1.12,1,Iris Xe,1420250
LG전자 2022 그램16 16Z95P-GR50K,2,LG전자,16,3,인텔,코어i5-11세대,i5-1155G7 ,윈도우11홈,8,256,1.19,1,Iris Xe,1449750
LG전자 2022 그램16 16ZD95P-GX56K,2,LG전자,16,3,인텔,코어i5-11세대,i5-1155G7 ,미포함(프리도스),16,256,1.19,1,Iris Xe,1447510
MSI GS시리즈 GS75 Stealth 10SE WIN10 32GB램,1,MSI,17.3,3,인텔,코어i7-10세대,i7-10750H ,윈도우10,32,512,2.4,5,RTX2060,1470200
LG전자 그램360 14TD90P-GXFBK,2,LG전자,14,3,인텔,코어i5-11세대,i5-1135G7 ,미포함(프리도스),16,256,1.25,1,Iris Xe,1401570
레노버 LEGION 5 17ACH R7 3060,1,레노버,17.3,4,AMD,라이젠7-4세대,5800H,미포함(프리도스),8,256,2.9,5,RTX3060,1468000
레노버 요가 Slim7 Carbon 14ACN6 82L00055KR,1,레노버,14,3,AMD,라이젠5-4세대,5600U ,미포함(프리도스),16,512,1.09,2,MX450,1418900
MSI 크리에이터 M16 A12UC,1,MSI,16,5,인텔,코어i7-12세대,i7-12700H ,미포함(프리도스),16,512,2.26,4,RTX3050,1498990
MSI GF시리즈 Sword GF76 A11UC 블랙 16GB램,1,MSI,17.3,4,인텔,코어i7-11세대,i7-11800H ,미포함(프리도스),16,1000,2.6,4,RTX3050,1436010
MSI GF시리즈 GF63 Thin 10SC-i7 WIN10 32GB램,1,MSI,15.6,3,인텔,코어i7-10세대,i7-10750H ,윈도우10,32,1000,1.77,3,GTX1650,1493650
MSI GF시리즈 GF63 Thin 11UC WIN10 16GB램,1,MSI,15.6,4,인텔,코어i7-11세대,i7-11800H ,윈도우10,16,1000,1.77,4,RTX3050,1423960
레노버 게이밍 3 15ACH R7 3060 PRO W10,1,레노버,15.6,4,AMD,라이젠7-4세대,5800H ,윈도우10,8,256,2.25,5,RTX3060,1468000
ASUS 비보북 프로 16X OLED M7600QE-L2081,1,ASUS,16,5,AMD,라이젠9-4세대,5900HX ,미포함(프리도스),16,512,1.95,4,RTX3050 Ti,1458680
MSI 프레스티지 15 A11UC,1,MSI,15.6,4,인텔,코어i7-11세대,i7-1195G7 ,미포함(프리도스),16,512,1.69,4,RTX3050,1450000
MSI GF시리즈 Sword GF76 A11UC 화이트 WIN10 32GB램,1,MSI,17.3,4,인텔,코어i7-11세대,i7-11800H ,윈도우10,32,512,2.6,4,RTX3050,1454990
MSI GF시리즈 Sword GF76 A11UC 블랙 WIN10 32GB램,1,MSI,17.3,4,인텔,코어i7-11세대,i7-11800H ,윈도우10,32,512,2.6,4,RTX3050,1454990
MSI GF시리즈 Sword GF66 A12UD 블랙,1,MSI,15.6,5,인텔,코어i7-12세대,i7-12700H ,미포함(프리도스),8,512,2.25,4,RTX3050 Ti,1470000
MSI GF시리즈 Sword GF76 A12UC,1,MSI,17.3,5,인텔,코어i7-12세대,i7-12700H ,미포함(프리도스),8,512,2.6,4,RTX3050,1490000
MSI GF시리즈 Sword GF66 A11UE 화이트 WIN10 16GB램,1,MSI,15.6,4,인텔,코어i7-11세대,i7-11800H ,윈도우10,16,512,2.25,5,RTX3060,1490000
MSI GF시리즈 Sword GF76 A11SC 화이트 WIN10 32GB램,1,MSI,17.3,4,인텔,코어i7-11세대,i7-11800H ,윈도우10,32,1000,2.6,3,GTX1650,1435230
MSI GF시리즈 Sword GF66 A11UD 블랙 WIN10,1,MSI,15.6,4,인텔,코어i7-11세대,i7-11800H ,윈도우10,8,1000,2.25,4,RTX3050 Ti,1410000
MSI GF시리즈 Sword GF66 A11UE 블랙 WIN10 16GB램,1,MSI,15.6,4,인텔,코어i7-11세대,i7-11800H ,윈도우10,16,512,2.25,5,RTX3060,1454170
MSI GF시리즈 Sword GF76 A11SC 블랙 WIN10 32GB램,1,MSI,17.3,4,인텔,코어i7-11세대,i7-11800H ,윈도우10,32,1000,2.6,4,GTX1650,1442990
MSI GF시리즈 Sword GF66 A12UD 화이트,1,MSI,15.6,5,인텔,코어i7-12세대,i7-12700H ,미포함(프리도스),8,512,2.25,4,RTX3050 Ti,1470000
삼성전자 갤럭시북 플렉스 NT930QCG-K58,2,삼성전자,13.3,2,인텔,코어i5-10세대,,윈도우10,8,256,1.16,1,Iris Plus,1459000
레노버 요가 Slim7 Carbon 14ACN6 82L0004YKR,1,레노버,14,4,AMD,라이젠7-4세대,5800U ,미포함(프리도스),16,1000,1.09,2,MX450,1569000
LG전자 2021 그램17 17ZD90P-GX7TK,2,LG전자,17,4,인텔,코어i7-11세대,i7-1165G7 ,미포함(프리도스),16,256,1.35,1,Iris Xe,1502720
HP 빅터스 16-d1142TX,1,HP,16.1,5,인텔,코어i7-12세대,i7-12700H ,미포함(프리도스),16,256,2.46,5,RTX3060,1580000
MSI GF시리즈 Sword GF76 A11UE 블랙,1,MSI,17.3,4,인텔,코어i7-11세대,i7-11800H ,미포함(프리도스),16,512,2.6,5,RTX3060,1546890
LG전자 2022 그램17 17ZD95P-GX56K WIN11,2,LG전자,17,3,인텔,코어i5-11세대,i5-1155G7 ,윈도우11(설치),16,256,1.35,1,Iris Xe,1507270
APPLE 2020 맥북프로13 MYD82KH/A,1,APPLE,13.3,5,애플(ARM),실리콘 M1,APL1102,macOS Big Sur,8,256,1.4,3,M1 8 core,1522790
삼성전자 갤럭시북2 프로 NT930XEW-A51A,2,삼성전자,13.3,4,인텔,코어i5-12세대,i5-1240P ,미포함(프리도스),16,256,1.15,1,Iris Xe,1519050
MSI GF시리즈 Sword GF76 A11UC 화이트 WIN10 32GB램,1,MSI,17.3,4,인텔,코어i7-11세대,i7-11800H ,윈도우10,32,1000,2.6,4,RTX3050,1568850
삼성전자 갤럭시북2 프로 NT950XEW-A51A,2,삼성전자,15.6,4,인텔,코어i5-12세대,i5-1240P ,미포함(프리도스),16,256,1.11,1,Iris Xe,1589450
LG전자 2022 그램16 16ZD95P-GX56K WIN10,2,LG전자,16,3,인텔,코어i5-11세대,i5-1155G7 ,윈도우10,16,512,1.19,1,Iris Xe,1524520
MSI GF시리즈 Sword GF76 A11UE 블랙 WIN10,1,MSI,17.3,4,인텔,코어i7-11세대,i7-11800H ,윈도우10,16,512,2.6,5,RTX3060,1548970
레노버 LEGION 5 15ACH R7 3060 PRO W10P,1,레노버,15.6,4,AMD,라이젠7-4세대,5800H ,윈도우10 프로,8,512,2.4,5,RTX3060,1530000
HP 빅터스 16-d1141TX,1,HP,16.1,5,인텔,코어i7-12세대,i7-12700H ,미포함(프리도스),16,256,2.46,5,RTX3060,1599000
ASUS 젠북 듀오 UX482EA-KA111T,1,ASUS,14,4,인텔,코어i7-11세대,i7-1165G7 ,윈도우10,16,1000,1.62,1,Iris Xe,1598990
삼성전자 노트북 플러스2 NT560XDZ-G78A WIN10 16GB램,2,삼성전자,15.6,4,인텔,코어i7-11세대,i7-1165G7 ,윈도우10,16,256,1.85,3,GTX1650 Ti,1590000
삼성전자 갤럭시북 프로 NT950XDB-K71A,2,삼성전자,15.6,4,인텔,코어i7-11세대,i7-1165G7 ,윈도우10,16,256,1.05,1,Iris Xe,1568640
MSI GF시리즈 Sword GF76 A11UC 블랙 WIN10 16GB램,1,MSI,17.3,4,인텔,코어i7-11세대,i7-11800H ,윈도우10,16,1000,2.6,4,RTX3050,1508560
레노버 LEGION 5 15ACH R7 3060 PRO,1,레노버,15.6,4,AMD,라이젠7-4세대,5800H ,미포함(프리도스),8,512,2.4,5,RTX3060,1520000
HP 빅터스 16-d1134TX,1,HP,16.1,5,인텔,코어i7-12세대,i7-12700H ,윈도우11홈,16,512,2.46,4,RTX3050 Ti,1590000
MSI GF시리즈 Sword GF76 A11UE 화이트 WIN10,1,MSI,17.3,4,인텔,코어i7-11세대,i7-11800H ,윈도우10,16,512,2.6,5,RTX3060,1557990
MSI 프레스티지 14 A11SCX 화이트 WIN10,1,MSI,14,4,인텔,코어i7-11세대,i7-1185G7 ,윈도우10,16,1000,1.29,3,GTX1650,1522790
LG전자 2022 그램17 17ZD95P-GX56K WIN10,2,LG전자,17,3,인텔,코어i5-11세대,i5-1155G7 ,윈도우10,16,500,1.35,1,Iris Xe,1557740
삼성전자 갤럭시북 프로360 NT950QDY-A51A,2,삼성전자,15.6,3,인텔,코어i5-11세대,i5-1135G7 ,미포함(프리도스),8,256,1.39,1,Iris Xe,1549900
MSI GF시리즈 Sword GF76 A12UD,1,MSI,17.3,5,인텔,코어i7-12세대,i7-12700H ,미포함(프리도스),8,512,2.6,4,RTX3050 Ti,1540000
ASUS TUF Dash F15 FX516PR-AZ019,1,ASUS,15.6,4,인텔,코어i7-11세대,i7-11370H ,미포함(프리도스),16,1000,2,6,RTX3070,1599000
MSI GF시리즈 Sword GF66 A11UE 블랙 32GB램,1,MSI,15.6,4,인텔,코어i7-11세대,i7-11800H ,미포함(프리도스),32,512,2.25,5,RTX3060,1504090
MSI 모던시리즈 모던14 B5M-R7 WIN10 64GB램,1,MSI,14,4,AMD,라이젠7-4세대,5700U ,윈도우10,64,1000,1.3,1,Radeon Graphics,1550990
MSI GF시리즈 Sword GF66 A11UE 화이트 32GB램,1,MSI,15.6,4,인텔,코어i7-11세대,i7-11800H ,미포함(프리도스),32,512,2.25,5,RTX3060,1508340
MSI GL시리즈 Pulse GL76 11UEK,1,MSI,17.3,4,인텔,코어i7-11세대,i7-11800H ,미포함(프리도스),8,512,2.6,5,RTX3060,1599000
MSI GF시리즈 Sword GF76 A11UE 화이트,1,MSI,17.3,4,인텔,코어i7-11세대,i7-11800H ,미포함(프리도스),16,512,2.6,5,RTX3060,1530000
레노버 LEGION 5 Pro 16ACH R7 STORM,1,레노버,16,4,AMD,라이젠7-4세대,5800H ,미포함(프리도스),16,512,2.59,5,RTX3060,1659000
ASUS TUF Gaming F17 FX707ZM-HX037,1,ASUS,17.3,5,인텔,코어i7-12세대,i7-12700H ,미포함(프리도스),8,512,2.6,5,RTX3060,1649000
ASUS ROG STRIX G17 G713RM-KH053,1,ASUS,17.3,4,AMD,라이젠7-5세대,6800H ,미포함(프리도스),8,512,2.9,5,RTX3060,1697270
ASUS TUF Dash F15 FX517ZM-HN118,1,ASUS,15.6,5,인텔,코어i7-12세대,i7-12650H ,미포함(프리도스),16,512,2,5,RTX3060,1637830
LG전자 2022 그램16 16ZD95P-GX76K,2,LG전자,16,4,인텔,코어i7-11세대,i7-1195G7 ,미포함(프리도스),16,512,1.19,1,Iris Xe,1608950
ASUS TUF Gaming A17 FA707RM-HX015,1,ASUS,17.3,4,AMD,라이젠7-5세대,6800H ,미포함(프리도스),16,1000,2.6,5,RTX3060,1638350
ASUS TUF Dash F15 FX516PR-HN002,1,ASUS,15.6,4,인텔,코어i7-11세대,i7-11370H ,미포함(프리도스),16,512,2,6,RTX3070,1602000
LG전자 2021 그램16 16ZD90P-GX7SK,2,LG전자,16,4,인텔,코어i7-11세대,i7-1165G7 ,미포함(프리도스),16,256,1.19,1,Iris Xe,1609990
MSI GF시리즈 Sword GF76 A11UE 블랙 WIN10 32GB램,1,MSI,17.3,4,인텔,코어i7-11세대,i7-11800H ,윈도우10,32,512,2.6,5,RTX3060,1652150
레노버 요가 Slim7 Carbon 14ACN6 82L0004XKR,1,레노버,14,4,AMD,라이젠7-4세대,5800H ,윈도우11홈,16,1000,1.09,2,MX450,1689000
삼성전자 갤럭시북 프로360 NT950QDB-KC58S,2,삼성전자,15.6,3,인텔,코어i5-11세대,i5-1135G7 ,윈도우10,8,256,1.39,1,Iris Xe,1683980
LG전자 2022 그램17 17ZD95P-GX76K,2,LG전자,17,4,인텔,코어i7-11세대,i7-1195G7 ,미포함(프리도스),16,512,1.35,1,Iris Xe,1644660
MSI 프레스티지 15 A12UC,1,MSI,15.6,5,인텔,코어i7-12세대,i7-1280P ,미포함(프리도스),16,512,1.69,4,RTX3050,1649000
MSI GP시리즈 GP66 Leopard 11UG,1,MSI,15.6,4,인텔,코어i7-11세대,i7-11800H ,미포함(프리도스),16,512,2.38,6,RTX3070,1699000
MSI GF시리즈 Sword GF66 A12UE 블랙,1,MSI,15.6,5,인텔,코어i7-12세대,i7-12700H ,미포함(프리도스),16,512,2.25,5,RTX3060,1699000
LG전자 2022 그램17 17ZD95P-GX56K WIN10,2,LG전자,17,3,인텔,코어i5-11세대,i5-1155G7 ,윈도우10,16,1000,1.35,1,Iris Xe,1624550
ASUS TUF Gaming F17 FX707ZC-HX035 16GB램,1,ASUS,17.3,5,인텔,코어i7-12세대,i7-12700H ,미포함(프리도스),16,512,2.6,4,RTX3050,1646180
MSI GF시리즈 Sword GF76 A11UE 블랙 WIN10,1,MSI,17.3,4,인텔,코어i7-11세대,i7-11800H ,윈도우10,16,512,2.6,5,RTX3060,1678990
MSI GF시리즈 Sword GF76 A11UE 블랙 32GB램,1,MSI,17.3,4,인텔,코어i7-11세대,i7-11800H ,미포함(프리도스),32,512,2.6,5,RTX3060,1625350
MSI GF시리즈 Sword GF66 A11UE 블랙 WIN10 32GB램,1,MSI,15.6,4,인텔,코어i7-11세대,i7-11800H ,윈도우10,32,512,2.25,5,RTX3060,1605500
MSI GF시리즈 Sword GF66 A11UE 화이트 WIN10 32GB램,1,MSI,15.6,4,인텔,코어i7-11세대,i7-11800H ,윈도우10,32,1000,2.25,5,RTX3060,1640420
MSI GF시리즈 Sword GF76 A11UE 화이트 WIN10,1,MSI,17.3,4,인텔,코어i7-11세대,i7-11800H ,윈도우10,16,512,2.6,5,RTX3060,1678990
MSI GF시리즈 Sword GF76 A11UE 화이트 WIN10 32GB램,1,MSI,17.3,4,인텔,코어i7-11세대,i7-11800H ,윈도우10,32,512,2.6,5,RTX3060,1652150
레노버 게이밍 3 15ACH R7 3060 PRO W10 16GB램,1,레노버,15.6,4,AMD,라이젠7-4세대,5800H ,윈도우10,16,500,2.25,5,RTX3060,1650000
MSI GF시리즈 Sword GF76 A11UE 화이트 32GB램,1,MSI,17.3,4,인텔,코어i7-11세대,i7-11800H ,미포함(프리도스),32,512,2.6,5,RTX3060,1612150
MSI 써밋 E13 Flip EVO A11MT 화이트,1,MSI,13.4,4,인텔,코어i7-11세대,i7-1185G7 ,윈도우10 프로,32,1000,1.35,1,Iris Xe,1698990
MSI 프레스티지 15 A11UC WIN10 32GB램,1,MSI,15.6,4,인텔,코어i7-11세대,i7-1195G7 ,윈도우10,32,512,1.69,4,RTX3050,1644200
MSI GF시리즈 Sword GF66 A12UE 화이트,1,MSI,15.6,5,인텔,코어i7-12세대,i7-12700H ,미포함(프리도스),16,512,2.25,5,RTX3060,1699000
MSI GL시리즈 Pulse GL76 11UDK WIN10 32GB램,1,MSI,17.3,4,인텔,코어i7-11세대,i7-11800H ,윈도우10,32,512,2.6,4,RTX3050 Ti,1698990
MSI GF시리즈 Sword GF76 A12UC 32GB램,1,MSI,17.3,5,인텔,코어i7-12세대,i7-12700H ,미포함(프리도스),32,512,2.6,4,RTX3050,1680000
삼성전자 갤럭시북2 프로360 NT950QED-KC71D,2,삼성전자,15.6,5,인텔,코어i7-12세대,i7-1260P ,윈도우11홈,16,512,1.41,1,Iris Xe,1799000
ASUS 젠북 14X OLED UX5401ZAS-KN050W 스페이스 에디션,1,ASUS,14,5,인텔,코어i7-12세대,i7-12700H ,윈도우11홈,16,512,1.4,1,Iris Xe,1709100
ASUS ROG STRIX G17 G713RM-LL121,1,ASUS,17.3,4,AMD,라이젠7-5세대,6800H ,미포함(프리도스),8,512,2.9,5,RTX3060,1736500
삼성전자 갤럭시북2 프로 NT950XEV-G51A,2,삼성전자,15.6,4,인텔,코어i5-12세대,i5-1240P ,미포함(프리도스),16,256,1.17,3,Arc A350M,1799000
레노버 LEGION 5i Pro 16ITH I7 STORM 3060,1,레노버,16,4,인텔,코어i7-11세대,i7-11800H ,미포함(프리도스),16,512,2.6,5,RTX3060,1729000
MSI GF시리즈 Sword GF76 A11UE 블랙 WIN10 32GB램,1,MSI,17.3,4,인텔,코어i7-11세대,i7-11800H ,윈도우10,32,1000,2.6,5,RTX3060,1710000
LG전자 2021 그램16 16ZD90P-GX7TK WIN10,2,LG전자,16,4,인텔,코어i7-11세대,i7-1165G7 ,윈도우10,16,1000,1.19,1,Iris Xe,1749990
MSI GF시리즈 Sword GF76 A12UE,1,MSI,17.3,5,인텔,코어i7-12세대,i7-12700H ,미포함(프리도스),16,512,2.6,5,RTX3060,1749000
LG전자 2022 그램17 17ZD95P-GX7BK WIN10,2,LG전자,17,4,인텔,코어i7-11세대,i7-1195G7 ,윈도우10,16,256,1.35,1,Iris Xe,1720540
레노버 LEGION 5 Pro 16ACH R7 STORM WIN10,1,레노버,16,4,AMD,라이젠7-4세대,5800H ,윈도우10,16,512,2.59,5,RTX3060,1713250
레노버 LEGION 5 Pro 16ACH R7 STORM,1,레노버,16,4,AMD,라이젠7-4세대,5800H ,미포함(프리도스),16,512,2.59,5,RTX3060,1778990
MSI Stealth 15M B12UE,1,MSI,15.6,5,인텔,코어i7-12세대,i7-1280P ,미포함(프리도스),16,512,1.8,5,RTX3060,1749000
LG전자 2021 그램17 17Z95N-OA7BK,2,LG전자,17,4,인텔,코어i7-11세대,i7-1165G7 ,윈도우10,16,512,1.35,1,Iris Xe,1800000
삼성전자 갤럭시북 프로 NT950XDC-X71A,2,삼성전자,15.6,4,인텔,코어i7-11세대,i7-1165G7 ,윈도우10,16,512,1.15,2,MX450,1749900
레노버 요가 7 15ITL I7 PRO W10,1,레노버,15.6,4,인텔,코어i7-11세대,i7-1165G7 ,윈도우10,16,512,1.9,1,Iris Xe,1790000
MSI GF시리즈 Sword GF76 A12UC WIN10 32GB램,1,MSI,17.3,5,인텔,코어i7-12세대,i7-12700H ,윈도우10,32,512,2.6,4,RTX3050,1781180
레노버 씽크패드 T15 G2 20W4S00100,1,레노버,15.6,4,인텔,코어i7-11세대,i7-1165G7 ,윈도우10 프로,16,512,1.79,2,MX450,1799000
HP 파빌리온 게이밍 15-dk2088TX 16GB램,1,HP,15.6,4,인텔,코어i7-11세대,i7-11370H ,미포함(프리도스),16,256,2.23,4,RTX3050 Ti,1790000
MSI GF시리즈 Sword GF76 A11UE 블랙 32GB램,1,MSI,17.3,4,인텔,코어i7-11세대,i7-11800H ,미포함(프리도스),32,1000,2.6,5,RTX3060,1740000
MSI GP시리즈 GP66 Leopard 11UG WIN10,1,MSI,15.6,4,인텔,코어i7-11세대,i7-11800H ,윈도우10,16,512,2.38,6,RTX3070,1791990
MSI GF시리즈 Sword GF76 A11UE 화이트 WIN10 32GB램,1,MSI,17.3,4,인텔,코어i7-11세대,i7-11800H ,윈도우10,32,1000,2.6,5,RTX3060,1740040
MSI GF시리즈 Sword GF76 A11UE 블랙,1,MSI,17.3,4,인텔,코어i7-11세대,i7-11800H ,미포함(프리도스),16,2000,2.6,5,RTX3060,1730000
MSI 프레스티지 14 A11SCX 화이트,1,MSI,14,4,인텔,코어i7-11세대,i7-1185G7 ,미포함(프리도스),16,512,1.29,3,GTX1650,1789990
MSI GL시리즈 Pulse GL66 11UEK WIN10 16GB램,1,MSI,15.6,4,인텔,코어i7-11세대,i7-11800H ,윈도우10,16,512,2.25,5,RTX3060,1710000
MSI GL시리즈 Pulse GL76 11UDK WIN10 32GB램,1,MSI,17.3,4,인텔,코어i7-11세대,i7-11800H ,윈도우10,32,1000,2.6,4,RTX3050 Ti,1795490
레노버 씽크패드 T14 Gen2 20W0S00E00,1,레노버,14,4,인텔,코어i7-11세대,i7-1165G7 ,윈도우10 프로,16,512,1.5,1,Iris Xe,1749000
MSI 크리에이터 M16 A12UC 32GB램,1,MSI,16,5,인텔,코어i7-12세대,i7-12700H ,미포함(프리도스),32,512,2.26,4,RTX3050,1767190
MSI GF시리즈 Sword GF76 A12UC WIN11 32GB램,1,MSI,17.3,5,인텔,코어i7-12세대,i7-12700H ,윈도우11(설치),32,512,2.6,4,RTX3050,1744990
MSI GF시리즈 Sword GF76 A11UE 블랙 WIN10,1,MSI,17.3,4,인텔,코어i7-11세대,i7-11800H ,윈도우10,16,512,2.6,5,RTX3060,1748990
MSI GL시리즈 Pulse GL66 11UDK WIN10 32GB램,1,MSI,15.6,4,인텔,코어i7-11세대,i7-11800H ,윈도우10,32,1000,2.25,4,RTX3050 Ti,1785040
LG전자 2022 그램16(12세대) 16ZD90Q-GX56K,2,LG전자,16,4,인텔,코어i5-12세대,i5-1240P ,미포함(프리도스),16,256,1.2,1,Iris Xe,1849000
ASUS TUF Dash F15 FX517ZM-HQ076,1,ASUS,15.6,5,인텔,코어i7-12세대,i7-12650H ,미포함(프리도스),16,1000,2,5,RTX3060,1849000
MSI GP시리즈 GP76 Leopard 11UG,1,MSI,17.3,4,인텔,코어i7-11세대,i7-11800H ,미포함(프리도스),16,512,2.9,6,RTX3070,1899000
LG전자 2021 그램17 17Z95N-OA7BK,2,LG전자,17,4,인텔,코어i7-11세대,i7-1165G7 ,윈도우10,16,512,1.35,1,Iris Xe,1800000
MSI 델타 15 A5EFK AMD 어드밴티지 에디션,1,MSI,15.6,5,AMD,라이젠9-4세대,5900HX ,미포함(프리도스),16,512,1.9,5,라데온 RX 6700M,1890000
MSI 프레스티지 15 A12UC WIN10,1,MSI,15.6,5,인텔,코어i7-12세대,i7-1280P ,윈도우10,16,512,1.69,4,RTX3050,1861040
MSI GF시리즈 Sword GF66 A12UD 블랙 WIN11 32GB램,1,MSI,15.6,5,인텔,코어i7-12세대,i7-12700H ,윈도우11(설치),32,1000,2.25,4,RTX3050 Ti,1842390
MSI GP시리즈 GP66 Leopard 11UG,1,MSI,15.6,4,인텔,코어i7-11세대,i7-11800H ,미포함(프리도스),16,512,2.38,6,RTX3070,1842390
삼성전자 갤럭시북 이온2 NT950XDA-X71AW,2,삼성전자,15.6,4,인텔,코어i7-11세대,i7-1165G7 ,윈도우10,16,512,1.26,2,MX450,1898870
MSI GF시리즈 Sword GF76 A11UE 화이트 WIN10 64GB램,1,MSI,17.3,4,인텔,코어i7-11세대,i7-11800H ,윈도우10,64,512,2.6,5,RTX3060,1852490
MSI GL시리즈 Pulse GL66 11UEK WIN10 32GB램,1,MSI,15.6,4,인텔,코어i7-11세대,i7-11800H ,윈도우10,32,512,2.25,5,RTX3060,1830000
LG전자 2022 그램16(12세대) 16ZD90Q-GX5LK,2,LG전자,16,4,인텔,코어i5-12세대,i5-1240P ,미포함(프리도스),16,256,1.2,1,Iris Xe,1819800
MSI GF시리즈 Sword GF76 A12UE WIN11,1,MSI,17.3,5,인텔,코어i7-12세대,i7-12700H ,윈도우11(설치),16,512,2.6,5,RTX3060,1898990
